#,Trap,Insect,Week Number,Year,Total,Trap Operating Days
144,Rothamsted,Rhopalosiphum padi,17,1990,17,365
145,Rothamsted,Rhopalosiphum padi,18,1990,118,365
146,Rothamsted,Rhopalosiphum padi,19,1990,39,365
147,Rothamsted,Rhopalosiphum padi,20,1990,123,365
148,Rothamsted,Rhopalosiphum padi,21,1990,65,365
149,Rothamsted,Rhopalosiphum padi,22,1990,17,365
150,Rothamsted,Rhopalosiphum padi,23,1990,2,365
151,Rothamsted,Rhopalosiphum padi,24,1990,35,365
152,Rothamsted,Rhopalosiphum padi,25,1990,1,365
153,Rothamsted,Rhopalosiphum padi,26,1990,43,365
154,Rothamsted,Rhopalosiphum padi,27,1990,4,365
155,Rothamsted,Rhopalosiphum padi,28,1990,6,365
156,Rothamsted,Rhopalosiphum padi,29,1990,12,365
157,Rothamsted,Rhopalosiphum padi,30,1990,7,365
158,Rothamsted,Rhopalosiphum padi,31,1990,22,365
159,Rothamsted,Rhopalosiphum padi,32,1990,4,365
160,Rothamsted,Rhopalosiphum padi,34,1990,13,365
161,Rothamsted,Rhopalosiphum padi,35,1990,3,365
162,Rothamsted,Rhopalosiphum padi,36,1990,6,365
163,Rothamsted,Rhopalosiphum padi,37,1990,8,365
164,Rothamsted,Rhopalosiphum padi,39,1990,11,365
165,Rothamsted,Rhopalosiphum padi,40,1990,3,365
166,Rothamsted,Rhopalosiphum padi,41,1990,48,365
167,Rothamsted,Rhopalosiphum padi,42,1990,522,365
168,Rothamsted,Rhopalosiphum padi,43,1990,75,365
169,Rothamsted,Rhopalosiphum padi,44,1990,16,365
170,Rothamsted,Rhopalosiphum padi,45,1990,28,365
171,Rothamsted,Rhopalosiphum padi,46,1990,6,365
172,Rothamsted,Rhopalosiphum padi,20,1991,3,365
173,Rothamsted,Rhopalosiphum padi,22,1991,5,365
174,Rothamsted,Rhopalosiphum padi,23,1991,1,365
175,Rothamsted,Rhopalosiphum padi,24,1991,2,365
176,Rothamsted,Rhopalosiphum padi,26,1991,314,365
177,Rothamsted,Rhopalosiphum padi,27,1991,127,365
178,Rothamsted,Rhopalosiphum padi,28,1991,26,365
179,Rothamsted,Rhopalosiphum padi,29,1991,56,365
180,Rothamsted,Rhopalosiphum padi,30,1991,48,365
181,Rothamsted,Rhopalosiphum padi,31,1991,55,365
182,Rothamsted,Rhopalosiphum padi,32,1991,83,365
183,Rothamsted,Rhopalosiphum padi,33,1991,58,365
184,Rothamsted,Rhopalosiphum padi,34,1991,15,365
185,Rothamsted,Rhopalosiphum padi,35,1991,2,365
186,Rothamsted,Rhopalosiphum padi,36,1991,150,365
187,Rothamsted,Rhopalosiphum padi,37,1991,145,365
188,Rothamsted,Rhopalosiphum padi,38,1991,103,365
189,Rothamsted,Rhopalosiphum padi,39,1991,98,365
190,Rothamsted,Rhopalosiphum padi,40,1991,575,365
191,Rothamsted,Rhopalosiphum padi,41,1991,481,365
192,Rothamsted,Rhopalosiphum padi,42,1991,203,365
193,Rothamsted,Rhopalosiphum padi,43,1991,125,365
194,Rothamsted,Rhopalosiphum padi,44,1991,4,365
195,Rothamsted,Rhopalosiphum padi,45,1991,1,365
196,Rothamsted,Rhopalosiphum padi,46,1991,2,365
197,Rothamsted,Rhopalosiphum padi,47,1991,1,365
198,Rothamsted,Rhopalosiphum padi,18,1992,1,366
199,Rothamsted,Rhopalosiphum padi,19,1992,5,366
200,Rothamsted,Rhopalosiphum padi,20,1992,8,366
201,Rothamsted,Rhopalosiphum padi,21,1992,7,366
202,Rothamsted,Rhopalosiphum padi,22,1992,1,366
203,Rothamsted,Rhopalosiphum padi,23,1992,4,366
204,Rothamsted,Rhopalosiphum padi,24,1992,8,366
205,Rothamsted,Rhopalosiphum padi,25,1992,123,366
206,Rothamsted,Rhopalosiphum padi,26,1992,181,366
207,Rothamsted,Rhopalosiphum padi,27,1992,82,366
208,Rothamsted,Rhopalosiphum padi,28,1992,32,366
209,Rothamsted,Rhopalosiphum padi,29,1992,26,366
210,Rothamsted,Rhopalosiphum padi,30,1992,32,366
211,Rothamsted,Rhopalosiphum padi,31,1992,19,366
212,Rothamsted,Rhopalosiphum padi,32,1992,10,366
213,Rothamsted,Rhopalosiphum padi,33,1992,12,366
214,Rothamsted,Rhopalosiphum padi,34,1992,3,366
215,Rothamsted,Rhopalosiphum padi,35,1992,10,366
216,Rothamsted,Rhopalosiphum padi,36,1992,26,366
217,Rothamsted,Rhopalosiphum padi,37,1992,623,366
218,Rothamsted,Rhopalosiphum padi,38,1992,1606,366
219,Rothamsted,Rhopalosiphum padi,39,1992,1201,366
220,Rothamsted,Rhopalosiphum padi,40,1992,136,366
221,Rothamsted,Rhopalosiphum padi,41,1992,155,366
222,Rothamsted,Rhopalosiphum padi,42,1992,80,366
223,Rothamsted,Rhopalosiphum padi,43,1992,16,366
224,Rothamsted,Rhopalosiphum padi,44,1992,6,366
225,Rothamsted,Rhopalosiphum padi,46,1992,1,366
226,Rothamsted,Rhopalosiphum padi,48,1992,1,366
227,Rothamsted,Rhopalosiphum padi,17,1993,3,365
228,Rothamsted,Rhopalosiphum padi,18,1993,2,365
229,Rothamsted,Rhopalosiphum padi,19,1993,6,365
230,Rothamsted,Rhopalosiphum padi,20,1993,5,365
231,Rothamsted,Rhopalosiphum padi,21,1993,5,365
232,Rothamsted,Rhopalosiphum padi,22,1993,18,365
233,Rothamsted,Rhopalosiphum padi,23,1993,21,365
234,Rothamsted,Rhopalosiphum padi,24,1993,5,365
235,Rothamsted,Rhopalosiphum padi,25,1993,24,365
236,Rothamsted,Rhopalosiphum padi,26,1993,69,365
237,Rothamsted,Rhopalosiphum padi,27,1993,30,365
238,Rothamsted,Rhopalosiphum padi,28,1993,57,365
239,Rothamsted,Rhopalosiphum padi,29,1993,175,365
240,Rothamsted,Rhopalosiphum padi,30,1993,96,365
241,Rothamsted,Rhopalosiphum padi,31,1993,184,365
242,Rothamsted,Rhopalosiphum padi,32,1993,104,365
243,Rothamsted,Rhopalosiphum padi,33,1993,70,365
244,Rothamsted,Rhopalosiphum padi,34,1993,22,365
245,Rothamsted,Rhopalosiphum padi,35,1993,124,365
246,Rothamsted,Rhopalosiphum padi,36,1993,12,365
247,Rothamsted,Rhopalosiphum padi,37,1993,30,365
248,Rothamsted,Rhopalosiphum padi,38,1993,58,365
249,Rothamsted,Rhopalosiphum padi,39,1993,64,365
250,Rothamsted,Rhopalosiphum padi,40,1993,60,365
251,Rothamsted,Rhopalosiphum padi,41,1993,62,365
252,Rothamsted,Rhopalosiphum padi,42,1993,9,365
253,Rothamsted,Rhopalosiphum padi,43,1993,13,365
254,Rothamsted,Rhopalosiphum padi,44,1993,21,365
255,Rothamsted,Rhopalosiphum padi,18,1994,1,365
256,Rothamsted,Rhopalosiphum padi,19,1994,4,365
257,Rothamsted,Rhopalosiphum padi,22,1994,1,365
258,Rothamsted,Rhopalosiphum padi,23,1994,4,365
259,Rothamsted,Rhopalosiphum padi,24,1994,3,365
260,Rothamsted,Rhopalosiphum padi,25,1994,41,365
261,Rothamsted,Rhopalosiphum padi,26,1994,275,365
262,Rothamsted,Rhopalosiphum padi,27,1994,125,365
263,Rothamsted,Rhopalosiphum padi,28,1994,1084,365
264,Rothamsted,Rhopalosiphum padi,29,1994,580,365
265,Rothamsted,Rhopalosiphum padi,30,1994,94,365
266,Rothamsted,Rhopalosiphum padi,31,1994,14,365
267,Rothamsted,Rhopalosiphum padi,32,1994,2,365
268,Rothamsted,Rhopalosiphum padi,33,1994,1,365
269,Rothamsted,Rhopalosiphum padi,34,1994,2,365
270,Rothamsted,Rhopalosiphum padi,35,1994,1,365
271,Rothamsted,Rhopalosiphum padi,36,1994,3,365
272,Rothamsted,Rhopalosiphum padi,37,1994,12,365
273,Rothamsted,Rhopalosiphum padi,38,1994,189,365
274,Rothamsted,Rhopalosiphum padi,39,1994,467,365
275,Rothamsted,Rhopalosiphum padi,40,1994,443,365
276,Rothamsted,Rhopalosiphum padi,41,1994,453,365
277,Rothamsted,Rhopalosiphum padi,42,1994,397,365
278,Rothamsted,Rhopalosiphum padi,43,1994,39,365
279,Rothamsted,Rhopalosiphum padi,44,1994,97,365
280,Rothamsted,Rhopalosiphum padi,45,1994,25,365
281,Rothamsted,Rhopalosiphum padi,46,1994,13,365
282,Rothamsted,Rhopalosiphum padi,47,1994,5,365
283,Rothamsted,Rhopalosiphum padi,48,1994,1,365
284,Rothamsted,Rhopalosiphum padi,15,1995,1,365
285,Rothamsted,Rhopalosiphum padi,16,1995,1,365
286,Rothamsted,Rhopalosiphum padi,17,1995,3,365
287,Rothamsted,Rhopalosiphum padi,18,1995,48,365
288,Rothamsted,Rhopalosiphum padi,20,1995,9,365
289,Rothamsted,Rhopalosiphum padi,21,1995,83,365
290,Rothamsted,Rhopalosiphum padi,22,1995,61,365
291,Rothamsted,Rhopalosiphum padi,23,1995,34,365
292,Rothamsted,Rhopalosiphum padi,24,1995,39,365
293,Rothamsted,Rhopalosiphum padi,25,1995,46,365
294,Rothamsted,Rhopalosiphum padi,26,1995,86,365
295,Rothamsted,Rhopalosiphum padi,27,1995,100,365
296,Rothamsted,Rhopalosiphum padi,28,1995,36,365
297,Rothamsted,Rhopalosiphum padi,29,1995,20,365
298,Rothamsted,Rhopalosiphum padi,30,1995,8,365
299,Rothamsted,Rhopalosiphum padi,31,1995,46,365
300,Rothamsted,Rhopalosiphum padi,32,1995,11,365
301,Rothamsted,Rhopalosiphum padi,33,1995,18,365
302,Rothamsted,Rhopalosiphum padi,34,1995,2,365
303,Rothamsted,Rhopalosiphum padi,37,1995,2,365
304,Rothamsted,Rhopalosiphum padi,38,1995,13,365
305,Rothamsted,Rhopalosiphum padi,39,1995,2,365
306,Rothamsted,Rhopalosiphum padi,40,1995,11,365
307,Rothamsted,Rhopalosiphum padi,41,1995,84,365
308,Rothamsted,Rhopalosiphum padi,42,1995,20,365
309,Rothamsted,Rhopalosiphum padi,43,1995,23,365
310,Rothamsted,Rhopalosiphum padi,44,1995,5,365
311,Rothamsted,Rhopalosiphum padi,45,1995,5,365
312,Rothamsted,Rhopalosiphum padi,46,1995,1,365
313,Rothamsted,Rhopalosiphum padi,47,1995,1,365
314,Rothamsted,Rhopalosiphum padi,48,1995,1,365
315,Rothamsted,Rhopalosiphum padi,22,1996,1,366
316,Rothamsted,Rhopalosiphum padi,23,1996,4,366
317,Rothamsted,Rhopalosiphum padi,28,1996,2,366
318,Rothamsted,Rhopalosiphum padi,29,1996,269,366
319,Rothamsted,Rhopalosiphum padi,30,1996,79,366
320,Rothamsted,Rhopalosiphum padi,31,1996,32,366
321,Rothamsted,Rhopalosiphum padi,32,1996,118,366
322,Rothamsted,Rhopalosiphum padi,33,1996,44,366
323,Rothamsted,Rhopalosiphum padi,34,1996,14,366
324,Rothamsted,Rhopalosiphum padi,35,1996,20,366
325,Rothamsted,Rhopalosiphum padi,36,1996,4,366
326,Rothamsted,Rhopalosiphum padi,37,1996,13,366
327,Rothamsted,Rhopalosiphum padi,38,1996,5,366
328,Rothamsted,Rhopalosiphum padi,39,1996,86,366
329,Rothamsted,Rhopalosiphum padi,40,1996,200,366
330,Rothamsted,Rhopalosiphum padi,41,1996,564,366
331,Rothamsted,Rhopalosiphum padi,42,1996,292,366
332,Rothamsted,Rhopalosiphum padi,43,1996,374,366
333,Rothamsted,Rhopalosiphum padi,44,1996,36,366
334,Rothamsted,Rhopalosiphum padi,45,1996,9,366
335,Rothamsted,Rhopalosiphum padi,46,1996,3,366
336,Rothamsted,Rhopalosiphum padi,16,1997,1,365
337,Rothamsted,Rhopalosiphum padi,17,1997,5,365
338,Rothamsted,Rhopalosiphum padi,19,1997,3,365
339,Rothamsted,Rhopalosiphum padi,20,1997,9,365
340,Rothamsted,Rhopalosiphum padi,21,1997,1,365
341,Rothamsted,Rhopalosiphum padi,22,1997,2,365
342,Rothamsted,Rhopalosiphum padi,23,1997,5,365
343,Rothamsted,Rhopalosiphum padi,24,1997,2,365
344,Rothamsted,Rhopalosiphum padi,25,1997,12,365
345,Rothamsted,Rhopalosiphum padi,26,1997,16,365
346,Rothamsted,Rhopalosiphum padi,27,1997,272,365
347,Rothamsted,Rhopalosiphum padi,28,1997,470,365
348,Rothamsted,Rhopalosiphum padi,29,1997,1078,365
349,Rothamsted,Rhopalosiphum padi,30,1997,64,365
350,Rothamsted,Rhopalosiphum padi,31,1997,76,365
351,Rothamsted,Rhopalosiphum padi,32,1997,38,365
352,Rothamsted,Rhopalosiphum padi,33,1997,16,365
353,Rothamsted,Rhopalosiphum padi,34,1997,3,365
354,Rothamsted,Rhopalosiphum padi,35,1997,6,365
355,Rothamsted,Rhopalosiphum padi,36,1997,13,365
356,Rothamsted,Rhopalosiphum padi,37,1997,31,365
357,Rothamsted,Rhopalosiphum padi,38,1997,133,365
358,Rothamsted,Rhopalosiphum padi,39,1997,573,365
359,Rothamsted,Rhopalosiphum padi,40,1997,472,365
360,Rothamsted,Rhopalosiphum padi,41,1997,890,365
361,Rothamsted,Rhopalosiphum padi,42,1997,211,365
362,Rothamsted,Rhopalosiphum padi,43,1997,221,365
363,Rothamsted,Rhopalosiphum padi,44,1997,68,365
364,Rothamsted,Rhopalosiphum padi,45,1997,20,365
365,Rothamsted,Rhopalosiphum padi,46,1997,7,365
366,Rothamsted,Rhopalosiphum padi,47,1997,2,365
367,Rothamsted,Rhopalosiphum padi,15,1998,1,365
368,Rothamsted,Rhopalosiphum padi,17,1998,1,365
369,Rothamsted,Rhopalosiphum padi,18,1998,5,365
370,Rothamsted,Rhopalosiphum padi,19,1998,20,365
371,Rothamsted,Rhopalosiphum padi,20,1998,16,365
372,Rothamsted,Rhopalosiphum padi,21,1998,18,365
373,Rothamsted,Rhopalosiphum padi,22,1998,5,365
374,Rothamsted,Rhopalosiphum padi,23,1998,3,365
375,Rothamsted,Rhopalosiphum padi,24,1998,6,365
376,Rothamsted,Rhopalosiphum padi,25,1998,7,365
377,Rothamsted,Rhopalosiphum padi,26,1998,15,365
378,Rothamsted,Rhopalosiphum padi,27,1998,25,365
379,Rothamsted,Rhopalosiphum padi,28,1998,64,365
380,Rothamsted,Rhopalosiphum padi,29,1998,62,365
381,Rothamsted,Rhopalosiphum padi,30,1998,63,365
382,Rothamsted,Rhopalosiphum padi,31,1998,46,365
383,Rothamsted,Rhopalosiphum padi,32,1998,52,365
384,Rothamsted,Rhopalosiphum padi,33,1998,57,365
385,Rothamsted,Rhopalosiphum padi,34,1998,35,365
386,Rothamsted,Rhopalosiphum padi,35,1998,22,365
387,Rothamsted,Rhopalosiphum padi,36,1998,4,365
388,Rothamsted,Rhopalosiphum padi,37,1998,70,365
389,Rothamsted,Rhopalosiphum padi,38,1998,375,365
390,Rothamsted,Rhopalosiphum padi,39,1998,269,365
391,Rothamsted,Rhopalosiphum padi,40,1998,51,365
392,Rothamsted,Rhopalosiphum padi,41,1998,36,365
393,Rothamsted,Rhopalosiphum padi,42,1998,34,365
394,Rothamsted,Rhopalosiphum padi,43,1998,3,365
395,Rothamsted,Rhopalosiphum padi,44,1998,8,365
396,Rothamsted,Rhopalosiphum padi,45,1998,1,365
397,Rothamsted,Rhopalosiphum padi,17,1999,2,365
398,Rothamsted,Rhopalosiphum padi,20,1999,3,365
399,Rothamsted,Rhopalosiphum padi,21,1999,5,365
400,Rothamsted,Rhopalosiphum padi,22,1999,6,365
401,Rothamsted,Rhopalosiphum padi,23,1999,2,365
402,Rothamsted,Rhopalosiphum padi,24,1999,2,365
403,Rothamsted,Rhopalosiphum padi,25,1999,19,365
404,Rothamsted,Rhopalosiphum padi,26,1999,10,365
405,Rothamsted,Rhopalosiphum padi,27,1999,83,365
406,Rothamsted,Rhopalosiphum padi,28,1999,122,365
407,Rothamsted,Rhopalosiphum padi,29,1999,32,365
408,Rothamsted,Rhopalosiphum padi,30,1999,52,365
409,Rothamsted,Rhopalosiphum padi,31,1999,33,365
410,Rothamsted,Rhopalosiphum padi,32,1999,8,365
411,Rothamsted,Rhopalosiphum padi,33,1999,5,365
412,Rothamsted,Rhopalosiphum padi,34,1999,16,365
413,Rothamsted,Rhopalosiphum padi,35,1999,59,365
414,Rothamsted,Rhopalosiphum padi,36,1999,131,365
415,Rothamsted,Rhopalosiphum padi,37,1999,202,365
416,Rothamsted,Rhopalosiphum padi,38,1999,313,365
417,Rothamsted,Rhopalosiphum padi,39,1999,59,365
418,Rothamsted,Rhopalosiphum padi,40,1999,128,365
419,Rothamsted,Rhopalosiphum padi,41,1999,326,365
420,Rothamsted,Rhopalosiphum padi,42,1999,41,365
421,Rothamsted,Rhopalosiphum padi,43,1999,74,365
422,Rothamsted,Rhopalosiphum padi,44,1999,12,365
423,Rothamsted,Rhopalosiphum padi,45,1999,11,365
424,Rothamsted,Rhopalosiphum padi,46,1999,1,365
425,Rothamsted,Rhopalosiphum padi,18,2000,3,366
426,Rothamsted,Rhopalosiphum padi,19,2000,30,366
427,Rothamsted,Rhopalosiphum padi,20,2000,5,366
428,Rothamsted,Rhopalosiphum padi,21,2000,1,366
429,Rothamsted,Rhopalosiphum padi,22,2000,9,366
430,Rothamsted,Rhopalosiphum padi,23,2000,4,366
431,Rothamsted,Rhopalosiphum padi,24,2000,21,366
432,Rothamsted,Rhopalosiphum padi,25,2000,5,366
433,Rothamsted,Rhopalosiphum padi,26,2000,20,366
434,Rothamsted,Rhopalosiphum padi,27,2000,43,366
435,Rothamsted,Rhopalosiphum padi,28,2000,14,366
436,Rothamsted,Rhopalosiphum padi,29,2000,58,366
437,Rothamsted,Rhopalosiphum padi,30,2000,76,366
438,Rothamsted,Rhopalosiphum padi,31,2000,53,366
439,Rothamsted,Rhopalosiphum padi,32,2000,56,366
440,Rothamsted,Rhopalosiphum padi,33,2000,83,366
441,Rothamsted,Rhopalosiphum padi,34,2000,47,366
442,Rothamsted,Rhopalosiphum padi,35,2000,28,366
443,Rothamsted,Rhopalosiphum padi,36,2000,28,366
444,Rothamsted,Rhopalosiphum padi,37,2000,101,366
445,Rothamsted,Rhopalosiphum padi,38,2000,125,366
446,Rothamsted,Rhopalosiphum padi,39,2000,156,366
447,Rothamsted,Rhopalosiphum padi,40,2000,59,366
448,Rothamsted,Rhopalosiphum padi,41,2000,97,366
449,Rothamsted,Rhopalosiphum padi,42,2000,205,366
450,Rothamsted,Rhopalosiphum padi,43,2000,9,366
451,Rothamsted,Rhopalosiphum padi,44,2000,8,366
452,Rothamsted,Rhopalosiphum padi,45,2000,4,366
453,Rothamsted,Rhopalosiphum padi,46,2000,3,366
454,Rothamsted,Sitobion avenae,11,1990,1,365
455,Rothamsted,Sitobion avenae,17,1990,4,365
456,Rothamsted,Sitobion avenae,18,1990,15,365
457,Rothamsted,Sitobion avenae,19,1990,8,365
458,Rothamsted,Sitobion avenae,20,1990,15,365
459,Rothamsted,Sitobion avenae,21,1990,4,365
460,Rothamsted,Sitobion avenae,22,1990,30,365
461,Rothamsted,Sitobion avenae,23,1990,14,365
462,Rothamsted,Sitobion avenae,24,1990,69,365
463,Rothamsted,Sitobion avenae,25,1990,7,365
464,Rothamsted,Sitobion avenae,26,1990,50,365
465,Rothamsted,Sitobion avenae,27,1990,21,365
